economy,Country,year,gdp_per_capita,gdp_growth,fdi_inflows,unemployment,life_expectancy,infant_mortality,hospital_beds,population,school_enrolment_primary,school_enrolment_secondary,education_expenditure,electricity_access,renewable_energy,forest_area,clean_water_access,female_labour,women_parliament,maternal_mortality,gender_parity,internet_users,sub_region,gdp_total,fdi_per_capita,health_index,education_index,environment_index,gender_index,development_index,development_category,life_expectancy_category,environment_category,gdp_category,gender_category
TJK,Tajikistan,2000,136.93,8.32,2.74,4.15,63.5,62.2,6.44,6284735.0,96.762,71.967,2.329,98.5,62.4,2.929,55.473,44.394,15.0,58.0,0.888,0.049,Central Asia,860568763.5500001,435.9770141461812,0.6510771704180064,84.36449999999999,40.26733333333333,20.093999999999998,59.596625,Moderate,Moderate,Moderate,Low Income,Poor
TJK,Tajikistan,2001,168.68,9.58,0.88,3.75,64.2,57.5,6.3,6407377.0,95.684,73.853,2.377,98.6,64.1,2.929,56.948,44.397,12.698,58.0,0.871,0.051,Central Asia,1080796352.3600001,137.34169224005393,0.6593913043478261,84.76849999999999,41.32566666666667,19.322,60.091874999999995,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2002,186.95,10.8,2.95,3.95,64.9,53.0,6.19,6531669.0,96.399,75.808,2.776,99.0,64.2,2.929,58.431,44.4,12.698,48.0,0.876,0.055,Central Asia,1221095519.55,451.6456666741686,0.6678679245283019,86.1035,41.85333333333333,19.324666666666666,60.897375,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2003,233.58,11.0,2.03,3.85,65.9,48.7,6.04,6658575.0,97.455,78.081,2.421,100.0,64.6,2.929,59.921,44.404,12.698,39.0,0.881,0.065,Central Asia,1555309948.5,304.8700360062025,0.6795338809034908,87.768,42.48333333333333,19.32766666666667,61.9385,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2004,305.75,10.3,13.1,3.45,66.6,44.8,5.97,6790547.0,96.886,79.294,2.772,98.5,61.4,2.929,61.418,41.766,12.698,36.0,0.887,0.077,Central Asia,2076209745.25,1929.152393761504,0.6883214285714285,88.09,41.91566666666666,18.450333333333333,62.02125,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2005,333.93,6.7,2.36,3.45,66.5,41.4,5.86,6924720.0,97.283,79.955,3.512,99.3,63.7,2.929,62.922,39.16,17.46,36.0,0.887,0.299,Central Asia,2312371749.6,340.80800378932287,0.6891545893719807,88.619,43.18366666666666,19.169,62.785,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2006,401.02,7.0,11.96,3.65,67.0,38.3,5.72,7057566.0,96.911,80.76,3.404,98.6,61.6,2.929,64.434,36.597,17.46,35.0,0.883,3.772,Central Asia,2830225117.3199997,1694.635232600021,0.6961096605744126,88.8355,42.98766666666666,18.313333333333336,63.910374999999995,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2007,517.0,7.8,9.68,2.874,67.4,35.7,5.4,7194477.0,96.814,81.425,3.413,98.6,53.8,2.929,65.954,34.093,17.46,30.0,0.892,7.198,Central Asia,3719544609.0,1345.476537071423,0.7020112044817928,89.11949999999999,40.89433333333333,17.48166666666667,65.21787499999999,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2008,703.33,7.9,9.43,4.942,67.9,33.4,5.27,7338403.0,99.661,82.294,3.46,98.6,54.6,2.929,67.48,31.66,17.46,29.0,0.912,8.78,Central Asia,5161318981.990001,1285.0207327125534,0.7089401197604791,90.97749999999999,41.66966666666667,16.677333333333333,66.459375,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2009,664.8,3.9,2.99,7.028,68.2,31.5,5.16,7490230.0,99.215,83.134,4.098,99.0,60.6,2.929,69.014,29.308,17.46,29.0,0.921,10.07,Central Asia,4979504904.0,399.1866738404562,0.7137460317460318,91.1745,44.181000000000004,15.896333333333333,67.314625,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2010,737.34,6.5,1.66,7.037,68.4,29.9,4.99,7652141.0,99.051,83.911,4.007,98.8,61.8,2.929,70.556,28.405,19.048,26.0,0.912,11.55,Central Asia,5642229644.940001,216.932751239163,0.7174448160535117,91.481,45.095,16.121666666666666,68.09675,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2011,833.6,7.4,2.24,7.04,68.7,28.4,4.88,7824785.0,96.704,85.021,3.935,98.9,60.0,2.946,72.104,27.511,19.048,25.0,0.916,13.03,Central Asia,6522740776.0,286.2698463919456,0.7222112676056338,90.8625,45.01666666666667,15.824999999999998,68.724125,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2012,952.45,7.5,3.17,7.022,69.1,27.2,4.76,8014084.0,92.891,86.347,4.018,99.1,55.8,2.963,73.666,26.606,19.048,23.0,0.93,14.51,Central Asia,7633014305.8,395.5536278381909,0.7277647058823529,89.619,44.143,15.527999999999999,69.22375,Moderate,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2013,1028.2,7.4,3.35,7.019,69.6,26.3,4.7,8216724.0,91.775,86.987,5.294,99.0,55.1,2.98,75.239,25.694,19.048,21.0,0.932,16.0,Central Asia,8448435616.8,407.7050659119133,0.7340228136882129,89.381,44.439666666666675,15.224666666666666,69.905,Moderate,Moderate,Moderate,Lower Middle,Very Poor
TJK,Tajikistan,2014,1081.54,6.7,3.58,7.024,69.7,25.4,4.59,8425552.0,90.32,89.934,5.594,99.1,45.9,3.022,76.824,24.795,16.949,21.0,0.994,17.49,Central Asia,9112571510.08,424.8979770108831,0.7363700787401576,90.127,41.91533333333333,14.246,70.88525,Developed,Moderate,Moderate,Lower Middle,Very Poor
TJK,Tajikistan,2015,956.92,6.02,5.49,7.033,69.7,24.7,4.52,8643840.0,91.265,89.934,4.968,98.0,48.1,3.039,78.417,23.907,19.048,20.0,0.994,18.98,Central Asia,8271463372.799999,635.1343847179031,0.7374858299595143,90.5995,43.18533333333334,14.649666666666667,71.49912499999999,Developed,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2016,788.71,6.9,3.46,7.036,70.0,24.1,4.49,8865631.0,93.282,89.934,5.731,99.3,43.7,3.039,80.019,23.032,19.048,20.0,0.994,20.47,Central Asia,6992411826.01,390.27114934063917,0.7414937759336099,91.608,42.25266666666667,14.357999999999999,72.84925000000001,Developed,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2017,829.46,7.1,2.47,7.035,70.5,23.7,4.41,9085946.0,95.77,89.934,5.545,99.3,44.2,3.039,81.628,22.25,19.048,17.0,0.994,21.96,Central Asia,7536428769.160001,271.84841292255095,0.7471940928270042,92.852,42.95566666666667,14.097333333333333,73.935,Developed,High,Moderate,Low Income,Very Poor
TJK,Tajikistan,2018,834.29,7.6,2.84,7.028,70.7,23.4,4.34,9307333.0,97.342,89.934,5.385,99.3,41.6,3.039,83.243,21.43,19.048,16.0,0.994,15.348,Central Asia,7765014848.57,305.1357461906649,0.7497350427350428,93.638,42.62733333333333,13.823999999999998,72.88225,Developed,High,Moderate,Low Income,Very Poor
TJK,Tajikistan,2019,871.02,7.4,2.56,7.026,71.0,23.3,4.26,9529966.0,97.342,89.934,5.484,99.4,40.1,3.046,84.862,20.681,19.048,16.0,0.994,15.348,Central Asia,8300790985.32,268.62635186736236,0.7529184549356223,93.638,42.66933333333333,13.574333333333334,73.31200000000001,Developed,High,Moderate,Low Income,Very Poor
TJK,Tajikistan,2020,834.31,4.4,1.31,7.576,68.6,23.2,4.26,9749310.0,100.405,90.901,5.135,99.5,38.8,3.054,86.296,20.487,23.81,25.0,0.994,27.544,Central Asia,8133946826.099999,134.36848351319222,0.729103448275862,95.65299999999999,42.71666666666667,15.097,77.24825,Developed,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2021,896.75,9.4,0.94,7.687,69.6,23.2,4.22,9966908.0,100.369,91.275,4.383,99.6,34.9,3.061,87.725,20.592,23.81,25.0,0.994,49.841,Central Asia,8937824749.0,94.31209759335593,0.739103448275862,95.822,41.89533333333333,15.132,83.247,Developed,Moderate,Moderate,Low Income,Very Poor
TJK,Tajikistan,2022,1052.18,8.0,1.62,7.051,71.6,23.1,4.22,10182222.0,99.967,90.889,5.398,100.0,1.9,3.068,89.147,21.395,26.984,14.0,0.994,53.108,Central Asia,10713530343.960001,159.10083280447037,0.7592900432900432,95.428,31.37166666666667,16.457666666666668,84.42075,Developed,High,Poor,Lower Middle,Very Poor
TJK,Tajikistan,2023,1178.48,8.3,1.15,7.037,71.8,22.9,4.04,10389799.0,96.976,88.402,5.437,100.0,1.9,3.075,89.168,21.674,26.984,14.0,0.994,56.791,Central Asia,12244170325.52,110.68549064327424,0.7616681222707423,92.689,31.381,16.550666666666668,84.662,Developed,High,Poor,Lower Middle,Very Poor
TKM,Turkmenistan,2000,633.84,5.47,4.51,11.73,64.9,58.3,5.21,4582677.0,97.342,89.934,4.44,99.6,0.1,8.782,90.085,49.859,26.0,25.0,0.994,0.133,Central Asia,2904683989.6800003,984.1409289810301,0.6661526586620926,93.638,32.989,25.61766666666667,70.864,Developed,Moderate,Poor,Low Income,Poor
TKM,Turkmenistan,2001,756.03,4.34,4.81,10.898,65.3,55.0,5.31,4675409.0,97.342,89.934,4.44,99.6,0.1,8.782,90.447,49.482,26.0,22.0,0.994,0.175,Central Asia,3534749466.27,1028.7870002389095,0.6711818181818182,93.638,33.10966666666667,25.492,70.965,Developed,Moderate,Poor,Low Income,Poor
TKM,Turkmenistan,2002,935.54,0.26,6.19,10.141,65.6,51.7,5.19,4769465.0,97.342,89.934,4.44,99.6,0.1,8.782,90.811,49.775,26.0,20.0,0.994,0.302,Central Asia,4462025286.099999,1297.8394851414153,0.6753423597678916,93.638,33.231,25.58966666666667,71.08775,Developed,Moderate,Poor,Low Income,Poor
TKM,Turkmenistan,2003,1228.95,3.27,3.78,9.289,65.9,48.6,5.08,4863865.0,97.342,89.934,4.44,99.6,0.1,8.782,91.177,49.565,26.0,18.0,0.994,0.425,Central Asia,5977446891.75,777.1597279118561,0.6795761316872428,93.638,33.353,25.519666666666666,71.21000000000001,Developed,Moderate,Poor,Lower Middle,Poor
TKM,Turkmenistan,2004,1379.23,5.0,5.17,8.419,66.1,45.7,4.92,4958093.0,97.342,89.934,4.44,99.5,0.1,8.782,91.545,49.076,19.048,17.0,0.994,0.754,Central Asia,6838350608.39,1042.7396178329047,0.6828818380743982,93.638,33.47566666666667,23.03933333333333,71.35925,Developed,Moderate,Poor,Lower Middle,Poor
TKM,Turkmenistan,2005,1604.02,13.03,5.16,7.495,66.3,43.0,4.21,5052257.0,97.342,89.934,4.44,99.5,0.1,8.782,92.037,47.445,16.0,15.0,0.994,0.997,Central Asia,8103921273.14,1021.3257164075383,0.6862558139534883,93.638,33.63966666666667,21.47966666666667,71.543,Developed,Moderate,Poor,Lower Middle,Poor
TKM,Turkmenistan,2006,1996.59,10.97,7.11,6.601,66.6,40.7,4.13,5147105.0,97.342,89.934,4.44,99.8,0.1,8.782,92.531,46.201,16.0,14.0,0.994,1.32,Central Asia,10276658371.949999,1381.3590358075073,0.6905700245700245,93.638,33.80433333333334,21.065,71.82225,Developed,Moderate,Poor,Lower Middle,Poor
TKM,Turkmenistan,2007,2414.96,11.06,6.76,5.719,67.0,38.7,3.85,5244046.0,97.342,89.934,4.44,99.6,0.1,8.782,93.025,45.04,16.0,13.0,0.994,1.406,Central Asia,12664161328.16,1289.0809882293177,0.6958397932816538,93.638,33.969,20.678,71.91725,Developed,Moderate,Poor,Lower Middle,Poor
TKM,Turkmenistan,2008,3605.5,14.7,6.63,4.852,67.6,37.2,3.8,5345029.0,97.342,89.934,4.44,99.6,0.1,8.782,93.52,43.601,19.048,11.0,0.994,1.75,Central Asia,19271502059.5,1240.4048696461703,0.7028817204301074,93.638,34.134,21.214333333333332,72.12700000000001,Developed,Moderate,Poor,Lower Middle,Poor
TKM,Turkmenistan,2009,3707.98,6.1,22.52,4.0,68.2,35.9,3.77,5451592.0,97.342,89.934,4.44,99.7,0.1,8.782,94.016,43.16,16.8,10.0,0.994,1.95,Central Asia,20214394104.16,4130.9034131681165,0.7098551532033427,93.638,34.29933333333334,20.317999999999998,72.326,Developed,Moderate,Poor,Lower Middle,Poor
TKM,Turkmenistan,2010,4058.54,9.2,16.08,4.0,68.6,34.9,3.71,5564356.0,97.342,89.934,4.44,100.0,0.1,8.782,94.414,42.451,16.8,9.0,0.994,3.0,Central Asia,22583161400.24,2889.822290306371,0.7146532951289398,93.638,34.432,20.081666666666667,72.763,Developed,Moderate,Poor,Lower Middle,Poor
TKM,Turkmenistan,2011,5143.62,14.7,11.6,4.003,68.9,34.3,3.65,5683417.0,97.342,89.934,4.44,99.8,0.1,8.782,94.916,41.364,16.8,8.0,0.994,5.0,Central Asia,29233337349.54,2041.0256717041877,0.7181545189504374,93.638,34.599333333333334,19.719333333333335,73.33850000000001,Developed,Moderate,Poor,Upper Middle,Very Poor
TKM,Turkmenistan,2012,6053.87,11.1,8.9,3.994,69.0,33.9,3.53,5808546.0,97.342,89.934,3.049,99.9,0.0,8.782,95.419,40.686,16.8,7.0,0.994,7.196,Central Asia,35164182373.02,1532.2251041826992,0.7194985250737462,93.638,34.733666666666664,19.493333333333336,74.03825,Developed,Moderate,Poor,Upper Middle,Very Poor
TKM,Turkmenistan,2013,6599.65,10.2,7.3,3.993,69.0,33.7,3.47,5939341.0,97.342,89.934,4.44,99.9,0.1,8.782,95.921,40.151,16.8,7.0,0.994,9.6,Central Asia,39197571830.65,1229.0925878813828,0.719673590504451,93.638,34.934333333333335,19.315,74.76475,Developed,Moderate,Poor,Upper Middle,Very Poor
TKM,Turkmenistan,2014,7164.15,10.3,8.8,4.005,69.0,33.6,3.52,6075283.0,97.342,89.934,4.44,100.0,0.1,8.782,96.422,39.682,26.4,6.0,0.994,12.2,Central Asia,43524238704.45,1448.492193696985,0.7197619047619047,93.638,35.101333333333336,22.358666666666664,75.565,Developed,Moderate,Poor,Upper Middle,Poor
TKM,Turkmenistan,2015,5759.5,6.5,8.5,4.016,69.1,33.8,3.94,6215770.0,97.342,89.934,4.44,100.0,0.1,8.782,96.922,39.461,25.806,6.0,0.994,14.997,Central Asia,35799727315.0,1367.4894663090815,0.720585798816568,93.638,35.268,22.087,76.38925,Developed,Moderate,Poor,Upper Middle,Poor
TKM,Turkmenistan,2016,5686.98,6.2,6.2,4.026,69.1,34.0,3.88,6360041.0,97.342,89.934,4.44,100.0,0.1,8.782,97.421,39.273,25.806,6.0,0.994,17.99,Central Asia,36169425966.18,974.8364829723582,0.7204117647058823,93.638,35.434333333333335,22.024333333333335,77.26225,Developed,Moderate,Poor,Upper Middle,Poor
TKM,Turkmenistan,2017,5828.48,6.5,5.5,4.035,69.2,34.2,3.86,6507061.0,97.342,89.934,4.44,100.0,0.1,8.782,97.918,39.089,25.806,5.0,0.994,21.251,Central Asia,37926274897.28,845.2356601544077,0.7212397660818715,93.638,35.6,21.962999999999997,78.20175,Developed,Moderate,Poor,Upper Middle,Poor
TKM,Turkmenistan,2018,6125.05,6.2,3.94,4.036,69.3,34.1,3.82,6655524.0,97.342,89.934,4.44,100.0,0.1,8.782,98.311,38.933,24.8,5.0,0.994,15.348,Central Asia,40765417276.200005,591.9894511686833,0.7223255131964809,93.638,35.731,21.575666666666667,76.82425,Developed,Moderate,Poor,Upper Middle,Poor
TKM,Turkmenistan,2019,5998.0,6.3,4.54,4.035,69.4,33.8,3.73,6803944.0,99.539,84.108,3.121,99.9,0.1,8.782,98.974,38.788,25.0,5.0,0.982,15.348,Central Asia,40810056112.0,667.2600479956919,0.7235857988165681,91.8235,35.952000000000005,21.59,76.51137500000002,Developed,Moderate,Poor,Upper Middle,Poor
TKM,Turkmenistan,2020,5972.72,5.9,3.46,4.489,68.8,33.2,3.68,6949912.0,100.048,86.812,3.763,100.0,0.1,8.782,99.397,37.61,25.0,5.0,0.982,15.348,Central Asia,41509878400.64,497.8480303059952,0.7181204819277108,93.43,36.093,21.197333333333333,77.04375,Developed,Moderate,Poor,Upper Middle,Poor
TKM,Turkmenistan,2021,5723.3,6.2,3.17,4.458,69.4,32.6,3.6,7092043.0,99.148,89.934,3.849,100.0,0.1,8.782,99.611,37.839,25.0,6.0,0.994,15.348,Central Asia,40589889701.9,446.979805395991,0.724674846625767,94.541,36.16433333333334,21.277666666666665,77.375,Developed,Moderate,Poor,Upper Middle,Poor
TKM,Turkmenistan,2022,5837.84,6.2,2.22,4.017,69.9,32.0,4.94,7230193.0,97.81,92.452,3.58,100.0,1.9,8.782,99.821,38.385,25.862,5.0,0.994,15.348,Central Asia,42208709903.12,307.045745528508,0.7302500000000001,95.131,36.83433333333333,21.747,77.575,Developed,Moderate,Poor,Upper Middle,Poor
TKM,Turkmenistan,2023,6231.91,6.3,3.0,4.007,70.1,31.2,4.94,7364438.0,97.342,102.547,2.713,100.0,1.9,8.782,99.928,38.228,25.6,5.0,0.994,15.348,Central Asia,45894514816.58,407.3630601547599,0.733051282051282,99.9445,36.87,21.607333333333333,78.805125,Developed,High,Poor,Upper Middle,Poor
TLS,Timor-Leste,2000,492.46,58.08,2.11,3.529,58.1,83.9,1.56,745088.0,104.091,76.957,3.085,17.8,30.15,63.826,89.104,64.178,20.325,796.0,0.996,30.725,Southeast Asia,366926036.47999996,2831.880261123518,0.5929189511323003,90.524,61.026666666666664,28.499666666666666,57.03825,Moderate,Low,Good,Low Income,Poor
TLS,Timor-Leste,2001,587.7,16.35,2.11,3.386,58.8,79.9,1.56,812249.0,151.197,41.321,3.085,25.6,30.15,63.732,89.104,63.704,20.325,761.0,0.996,30.725,Southeast Asia,477358737.3,2597.725574300491,0.6005156445556946,96.259,60.99533333333333,28.341666666666665,60.422,Moderate,Low,Good,Low Income,Poor
TLS,Timor-Leste,2002,533.98,-6.7,2.11,3.371,59.5,76.0,1.56,879159.0,138.641,44.71,3.085,24.1,48.2,63.638,49.618,64.124,26.136,724.0,0.996,0.0,Southeast Asia,469453322.82,2400.0209290924618,0.6081578947368421,91.6755,53.818666666666665,30.418666666666663,41.348375000000004,Developing,Low,Moderate,Low Income,Poor
TLS,Timor-Leste,2003,534.9,-2.18,0.92,3.54,60.1,72.2,1.56,916878.0,129.397,46.584,3.085,27.7,47.9,63.544,51.311,64.217,26.136,714.0,0.996,30.725,Southeast Asia,490438042.2,1003.405033166899,0.6148504155124653,87.9905,54.251666666666665,30.449666666666662,49.431625,Developing,Moderate,Moderate,Low Income,Poor
TLS,Timor-Leste,2004,474.42,0.4,2.11,3.668,60.7,68.7,1.56,929074.0,126.797,57.962,3.085,30.4,44.0,63.45,53.001,64.064,25.287,683.0,0.925,30.725,Southeast Asia,440771287.08000004,2271.078514736178,0.6215560407569141,92.37950000000001,53.483666666666664,30.092,51.626375,Moderate,Moderate,Moderate,Low Income,Poor
TLS,Timor-Leste,2005,487.46,2.98,0.2,3.611,61.3,65.3,1.56,948311.0,121.388,59.471,3.085,33.5,43.6,63.356,54.675,63.842,25.287,648.0,0.928,0.099,Southeast Asia,462263680.06,210.9012760581708,0.6283139356814701,90.4295,53.877,30.018999999999995,44.675875000000005,Developing,Moderate,Moderate,Low Income,Poor
TLS,Timor-Leste,2006,464.67,-4.12,1.87,3.634,61.9,62.2,1.56,976597.0,104.091,76.957,3.085,36.7,41.9,63.262,56.347,64.044,25.287,600.0,0.996,0.5,Southeast Asia,453795327.99,1914.8123535091752,0.6350771704180064,90.524,53.836333333333336,30.108999999999995,46.01775,Developing,Moderate,Moderate,Low Income,Poor
TLS,Timor-Leste,2007,540.15,10.27,1.6,3.523,62.4,59.3,1.56,1004889.0,104.091,76.957,3.085,36.6,41.9,63.167,58.016,63.514,29.231,559.0,0.996,1.0,Southeast Asia,542790793.35,1592.2156576497505,0.6408634064080945,90.524,54.361,31.247,46.535,Developing,Moderate,Moderate,Low Income,Poor
TLS,Timor-Leste,2008,628.15,11.39,6.12,3.434,62.9,56.7,1.56,1032429.0,123.96,57.065,8.67,43.1,39.7,63.073,59.682,62.926,29.231,518.0,0.946,1.5,Southeast Asia,648520276.35,5927.768398601744,0.646636684303351,90.51249999999999,54.151666666666664,31.034333333333336,48.698625,Developing,Moderate,Moderate,Low Income,Poor
TLS,Timor-Leste,2009,686.58,10.15,6.6,3.289,63.3,54.3,1.56,1058782.0,125.896,67.094,12.902,46.3,36.9,62.979,61.438,62.385,29.231,477.0,0.946,2.0,Southeast Asia,726938545.5600001,6233.577828108147,0.6514162062615101,96.495,53.772333333333336,30.854,51.55825,Moderate,Moderate,Moderate,Low Income,Poor
TLS,Timor-Leste,2010,813.06,9.33,3.44,3.301,63.7,52.1,0.44,1084679.0,128.029,68.303,11.107,38.0,34.8,62.885,63.197,61.928,29.231,439.0,0.959,3.0,Southeast Asia,881909107.7399999,3171.445192540835,0.656193857965451,98.166,53.62733333333333,30.706,50.59075,Moderate,Moderate,Moderate,Low Income,Poor
TLS,Timor-Leste,2011,939.05,5.96,4.71,3.385,64.0,50.0,1.56,1110207.0,130.797,70.164,10.194,52.7,32.8,62.791,64.957,61.703,32.308,404.0,0.965,4.0,Southeast Asia,1042539883.3499999,4242.452083260148,0.66,100.4805,53.516,31.658666666666665,55.534375,Moderate,Moderate,Moderate,Low Income,Poor
TLS,Timor-Leste,2012,1022.62,4.86,3.48,3.47,64.4,48.2,1.56,1134885.0,129.97,70.028,7.162,56.0,25.6,62.697,66.72,61.579,38.462,374.0,0.969,7.0,Southeast Asia,1160556098.7,3066.38998665063,0.664746887966805,99.999,51.672333333333334,33.669999999999995,57.42975,Moderate,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2013,1204.57,3.1,4.0,3.57,64.7,46.6,1.56,1158695.0,128.885,67.828,5.666,59.2,22.6,62.603,68.484,61.507,38.462,349.0,0.98,11.0,Southeast Asia,1395729236.1499999,3452.159541553213,0.6684592274678112,98.3565,51.229000000000006,33.64966666666667,59.260125,Moderate,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2014,1224.75,4.47,2.34,3.618,65.0,45.1,1.56,1181903.0,127.792,69.374,7.514,62.4,18.1,62.508,70.249,61.365,38.462,327.0,1.002,17.5,Southeast Asia,1447535699.25,1979.8579071209736,0.6721729490022174,98.583,50.285666666666664,33.60966666666666,62.183,Moderate,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2015,1319.59,2.48,2.7,3.678,65.3,43.8,0.39,1205131.0,126.646,72.984,8.467,67.3,18.0,62.414,72.016,61.298,38.462,305.0,1.002,18.6,Southeast Asia,1590278816.29,2240.420336046455,0.6758310502283106,99.815,50.81,33.58733333333333,64.43275,Moderate,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2016,1335.54,3.01,0.33,4.657,65.6,42.6,1.56,1228312.0,123.316,77.386,8.128,76.5,12.7,62.32,73.784,61.26,38.462,287.0,1.003,21.2,Southeast Asia,1640459808.48,268.6613824500615,0.6794741784037558,100.351,49.601333333333336,33.575,67.95875,Moderate,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2017,1266.18,-3.18,0.42,4.254,65.9,41.6,0.42,1251703.0,117.546,81.167,7.171,79.5,13.2,62.246,75.553,61.479,32.308,269.0,1.005,24.2,Southeast Asia,1584881304.54,335.5428564124237,0.6830384615384616,99.35650000000001,50.333,31.597333333333335,69.652375,Moderate,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2018,1219.47,-0.47,3.08,3.765,66.2,40.7,0.42,1275959.0,113.614,83.095,6.848,85.2,12.7,62.132,77.323,61.62,33.846,251.0,1.013,27.6,Southeast Asia,1555993721.73,2413.8706651232524,0.6865700245700246,98.3545,50.71833333333333,32.159666666666666,72.11937499999999,Developed,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2019,1562.36,24.21,-7.79,3.148,66.5,39.9,0.41,1300945.0,111.538,85.125,4.18,90.6,11.7,62.038,79.094,61.034,38.462,237.0,1.027,28.005,Southeast Asia,2032544430.1999998,-5987.954909700256,0.690062656641604,98.3315,50.943999999999996,33.50766666666667,74.00762499999999,Developed,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2020,1630.87,31.73,-16.21,2.808,66.9,38.9,0.4,1326053.0,110.607,84.741,3.653,96.0,11.4,61.944,80.866,60.457,38.462,257.0,1.032,32.013,Southeast Asia,2162620056.1099997,-12224.247447123154,0.6947069408740361,97.674,51.403333333333336,33.317,76.63825,Developed,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2021,2684.93,5.37,-6.59,2.344,66.2,37.9,0.39,1350139.0,123.585,76.957,2.974,100.0,12.1,61.849,82.639,61.212,38.462,263.0,0.996,35.042,Southeast Asia,3625028705.27,-4880.9789214295715,0.6883852242744064,100.27099999999999,52.196,33.556666666666665,79.488,Developed,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2022,2343.25,-20.52,1.67,1.537,67.4,36.9,0.39,1369295.0,119.037,76.957,3.085,99.7,11.4,61.755,84.411,61.166,40.0,235.0,0.996,34.51,Southeast Asia,3208600508.75,1219.6057095074473,0.7011002710027101,97.997,52.522,34.053999999999995,79.1545,Developed,Moderate,Moderate,Lower Middle,Poor
TLS,Timor-Leste,2023,1502.41,-18.14,5.87,1.525,67.7,35.9,0.38,1384286.0,119.653,76.957,5.241,100.0,30.15,61.661,85.941,60.774,36.923,192.0,0.996,34.021,Southeast Asia,2079765129.2600002,4240.45320114485,0.7048551532033427,98.305,59.25066666666667,32.897666666666666,79.56675,Developed,Moderate,Good,Lower Middle,Poor
TUR,Turkiye,2000,4199.38,6.99,0.36,6.495,71.9,30.8,2.1,65425961.0,105.348,74.588,3.511,99.9,17.3,26.179,92.521,26.509,4.182,32.0,0.819,3.762,West Asia,274748472104.18,5.5024029375739705,0.7514675324675325,89.96799999999999,45.333333333333336,10.503333333333334,71.53774999999999,Developed,High,Moderate,Lower Middle,Very Poor
TUR,Turkiye,2001,3052.23,-5.46,1.66,8.381,72.3,28.6,2.1,66245128.0,107.175,85.314,3.511,99.9,18.1,26.301,92.607,27.088,4.182,31.0,0.819,5.189,West Asia,202195367035.44,25.058446562289078,0.757965034965035,96.24449999999999,45.66933333333333,10.696333333333335,73.485125,Developed,High,Moderate,Lower Middle,Very Poor
TUR,Turkiye,2002,3591.09,6.44,0.45,10.358,72.6,26.5,2.45,67048795.0,107.681,90.111,3.511,99.8,17.5,26.422,92.818,27.864,9.107,30.0,0.82,11.38,West Asia,240778257236.55002,6.711530013328353,0.7637358490566037,98.896,45.580000000000005,12.597000000000001,75.7235,Developed,High,Moderate,Lower Middle,Very Poor
TUR,Turkiye,2003,4649.64,5.8,0.54,10.542,72.9,24.6,2.44,67831730.0,104.261,91.823,3.511,99.8,16.3,26.544,93.024,26.545,4.364,29.0,0.822,12.33,West Asia,315393125077.2,7.960876126850959,0.7696504065040651,98.042,45.28933333333333,10.577,75.799,Developed,High,Moderate,Lower Middle,Very Poor
TUR,Turkiye,2004,5979.61,9.93,0.68,10.838,73.2,22.8,2.43,68592617.0,104.271,88.314,3.511,99.7,16.8,26.665,93.227,23.139,4.364,28.0,0.853,14.58,West Asia,410157098539.37,9.91360338387439,0.775859649122807,96.29249999999999,45.564,9.452,75.949875,Developed,High,Moderate,Upper Middle,Very Poor
TUR,Turkiye,2005,7331.85,9.11,1.97,10.636,73.5,21.1,2.47,69329557.0,104.606,84.944,3.511,99.7,15.3,26.787,93.425,23.114,4.364,27.0,0.89,15.46,West Asia,508313912490.45,28.4150092001886,0.78239336492891,94.775,45.17066666666667,9.456000000000001,75.84,Developed,High,Moderate,Upper Middle,Very Poor
